text,label,exp_split,Generated_Label
"The Sniveling Babies In Arizona are at the Top ,They Need Adults Diapers +Pacifiers Harassing Females At Coffee shops And supplying drugs to children for generations and covering their asses murdering Innocent Families and Abusing the Community!  Twistedly Upside down Babbling Babies Chimpanzees That Want Respect! Ha! HA! HA! THE GRAINS IN A HOURS",1,test,1
"everytime she said must be somethin in the water I kept thinking of that one video ""TURNED THE FRICKEN FROGS GAY""",0,test,0
"Lol why not ""20 ppl tragically lose their lives during attack in Somalia"" Why just ""2 Americans"" Edit: Whew the Anti Blackness JUMPED OUT on this post. Y'all just confirmed everything for me 💯 Edit edit: y'all are truly wild'n the word victim is used for nothing more than to gaslight black and brown people.",0,test,0
Hm...So...this police officer is pit in jail for DEFENDING himself AND the white BITCH COP who went into a Black mans home to MURDER him still hasnt been sentenced and most likely won't? Bruh...I cant wait until WW3 starts. I hope all black people turn against this country. These whites has had their boots on our backs for 400+ years. Allowed to rape and murder blacks and have no justice go to them.,1,test,1
Do I have to be Indian or Pakistani to enjoy a good cup of tea? 🤔,0,test,0
White people are the got damn devil the bible speaks of straight evil wicked senseless violent inhuman animals demons Satan Esau according to the bible a bastards race....,1,test,1
"+21TRILLION TRILLION Only if you consider the fact: it's arguable 15% of the US white population has white supremacist leanings. That means there's about 30,000,000. If you subtract 50% of which are mostly talk, that's still a substantial long term threat that cannot be ignored, nor taken lightly.",0,test,1
I'd put my nutz on that chin. Haha But on the real though. A bj from her would be like slapping your balls on a brick wall.,1,test,1
"hackhampride yes sir! No discrimination when it's comes to getting illegals out. Includes Asians, South Americans, middle easterners, South Africans, white Europeans.",0,test,1
These women do nothing but whinge and moan. They are professional VICTIMS. THEY COME ACROSS AS HATING AMERICA. SO WHY DONT THEY FUKC OFF. PROBLEM SOLVED ALL ROUND. EVERY ONE WILL BE HAPPY. TOO EASY. 🌺,1,test,1
The second woman she is a stupid homophobic bitch I fucking hate her I'm bi and I'm a kid fuck her,0,test,1
"ill be back when the warriors win the chip to call you out, faggot.",1,test,1
"This is why you don't let a woman run a company/franchise. She needs to go back to posing nudes, that's all she's good for.",1,test,1
"For all you Russian bots and trolls, here's the truth. If you're a man it's 99% probable that you're an alcoholic. If you're a woman you're marginally attractive until you're about 25. Then you balloon up like the Baby Trump Balloon and wear a babushka and a tent.",1,test,1
Getta fuk outta here u fuki low IQ pusssy...,0,test,1
"lol, persia defeated the roman empire that was 10x stronger than us. you'll never out-tech this 7000 year old skilled warrior. get the joo to pay for the bodybags, lol",0,test,1
"Being granted US citizenship is not a right it is a privilege. Ok, I get it you want the best for your kid, but you can't change the way your cards fall. If you want to be a US citizen, then get in line!",0,test,0
"""Women deserve equal rights"" and lefts. But only when it cums down to getting punched in the cunts, gnomeimsayin💯",1,test,1
Trump and supporters take out black people illegally and yet they still think it's good,0,test,1
Jews destroys everything they touch. Literally everything. 😂🤣,1,test,1
Hopefully all the illegals and libhomos died,1,test,1
Look at all these Israeli fucks in the comment section.,1,test,1
A pagan father celebrates his son's descent into sodomy through a meaningless toast to his son's mortally sinful perversion,0,test,1
Hey tucker I agree with some of your policies but your getting close with the Christian right rise up my black and white Christian brothers and start assassinating,0,test,1
Mexicans get greasy sweating in just a day. Why do all of those illegals not look greasy and shiny in the video? Because they are liars and they came here illegally. They are typical criminals.,1,test,1
"These women are unbelievable, but their the best thing that happened for the Republican Party because they need to be in another country instead of America, most Americans would never go that radical 🤣😂🤣😂",0,test,1
"It's drakes speed. He's an effeminate rapper. His courtside antics are like those of a disgruntled cheerleader or a drunk groupie. Don't let the beard and goofy wannabe mean face fool you. Drake's a pussy and likely gay. URL P.S. ESPN is already a gossip channel that provides catharsis to weak, inadequate, impotent, pedophilic white men. CBS morning can't outdo the nazi mouse in garbage content.",1,test,1
"Typical Iranian bullshit. Plan failed, blame imperialists. They probably got a call from Putin saying 'you did what?', 'oh no you didn't try that'. 'You know what happens now if you start a fight in international waters?' 'We can't help you'.",0,test,1
And rot in hell you little boy peepee touching faggot Michael jackson,1,test,1
I would like a house in the US and I wish I could even live in the US because then maybe I could get a beautiful white girlfriend. America was such a nice place to live when I was in California for a couple of years. I really miss the beautiful women the blonds especially.,0,test,0
not today and we nuked Japan because they attacked our land and we showed the rest of you country's what will happen if you mess with the best country in the world,0,test,1
Zionists always paedophile satanists,1,test,1
Hey Racheal; can you please cover the solid stats showing black unemployment now at lowest point since 1971? Isn't this something we should be giving Trumps team credit for? Or is the MSNBC just too much of a political activist group and not a news outlet as they pretend? Isn't that 5.5% black unemployment rate something to rejoice over for all the families represented? Teza from Sydney Australia,0,test,0
Yeah but white men are the worst.,0,test,1
All woman are UGLY they selfish only think about money,1,test,1
This is ironic as Israel wants to be the first Zionist Jewish ethno state and all these blacks are getting booted out. lul,0,test,1
Der der oh my god this guy is such a der. Could only watch for 30 seconds der,0,test,0
Another sick human selling violence just to get likes and views - humans don't deserve to survive. The earth will be far better off when homo sapiens kill and toxify themselves out of existence!,1,test,1
I'm pretty sure your ancestors aren't native to the Americas. You belong in Europe!,0,test,0
Thank the feminists for ruining this movie.,0,test,1
Hashtag white extinction,1,test,1
These are 2 real homosexuals...,0,test,1
They receive death threats because they are anti American. Has nothing to do with Trump. Play the shir were the clearly state they hate America and its values. They are Muslim and want sharia law to rule the land!,0,test,1
Ouuuuu niggah planked 😂 Columbian Jesus just knocked him out I'm so fucking weak,0,test,1
"0:41 Looks like something that happened in Germany back in the mid 40s....I think they were called Untermensch....if that man Pence calls himself Christian then Im a friggin Prophet, the holyest of all 🙄",0,test,1
Trump supports Saudi Arabia who is the motherload of Radical Islamic Terrorism.,0,test,1
"@ismail no one wants Africa look at all your young males dying in the ocean trying to flee to Europe. Ww3 has already started there when the first clan war started, you guys get machetes and just start killing each other just because you're different ethnicities 😂😂",1,test,1
Shout out to Africa and African Americans 🇺🇸🇿🇦,0,test,0
"They won't put any energy into immigration reform because they want power that illegal immigrants can give them. There care nothing about the American people, NOTHING!!! Sorry, pathetic people sitting in our house! Liars, cheaters, divides, anti semitic rhetoric, god the list goes on!",0,test,1
