,text,label,exp_split,ChatGPT Response
4336,This is the problem that I have a gay people I totally don't want to know that they like dick instead of putting out their personality they put out their sexuality why I don't get it,0,test,"{
  ""text"": ""This is the problem that I have a gay people I totally don't want to know that they like dick instead of putting out their personality they put out their sexuality why I don't get it"",
  ""rationales"": [],
  ""derogatory_language"": [
    ""gay""
  ],
  ""cuss_words"": [
    ""dick""
  ]
}"
4337,"Gay ass show, hope the world ends soon.",1,test,"{
  ""text"": ""Gay ass show, hope the world ends soon."",
  ""rationales"": [],
  ""derogatory_language"": [],
  ""cuss_words"": [
    ""ass""
  ]
}"
4338,That black bitch had her nose turned up....... I would whoop her ass...  -sent from black man iPhone  Trump 2020,1,test,"{
  ""text"": ""That black bitch had her nose turned up....... I would whoop her ass... -sent from black man iPhone Trump 2020"",
  ""rationales"": [],
  ""derogatory_language"": [
    ""black"",
    ""bitch""
  ],
  ""cuss_words"": [
    ""ass""
  ]
}"
4339,"I don't know but you guys but I think sterilizing the mentally ill and the ones with very low IQs should not only be encouraged, but permitted.",1,test,"{
  ""text"": ""I don't know but you guys but I think sterilizing the mentally ill and the ones with very low IQs should not only be encouraged, but permitted."",
  ""rationales"": [],
  ""derogatory_language"": [
    ""mentally ill"",
    ""low IQs""
  ],
  ""cuss_words"": []
}"
4340,+Linda Minton Americans consume insane amount of drugs and the USA has been giving weapons to cartels it's called operation fast and furious you ignorant whitey whites age like milk,0,test,"{
  ""text"": ""+Linda Minton Americans consume insane amount of drugs and the USA has been giving weapons to cartels it's called operation fast and furious you ignorant whitey whites age like milk"",
  ""rationales"": [
    ""Americans"",
    ""cartels""
  ],
  ""derogatory_language"": [
    ""whitey"",
    ""whites""
  ],
  ""cuss_words"": []
}"
4341,Kill those all bangladeshi,1,test,"{
  ""text"": ""Kill those all bangladeshi"",
  ""rationales"": [],
  ""derogatory_language"": [
    ""bangladeshi""
  ],
  ""cuss_words"": []
}"
4342,"Why is it these Asian people are so stupid to overload their trucks and just invite tragedy ffs, dumb cunts you are.",1,test,"{
  ""text"": ""Why is it these Asian people are so stupid to overload their trucks and just invite tragedy ffs, dumb cunts you are."",
  ""rationales"": [],
  ""derogatory_language"": [
    ""Asian""
  ],
  ""cuss_words"": [
    ""stupid"",
    ""dumb"",
    ""cunts""
  ]
}"
4343,Right because Mexicans don't do this. The Fk out of here. Y'all do this all the time especially after a few Cervezas.,0,test,"{
  ""text"": ""Right because Mexicans don't do this. The Fk out of here. Y'all do this all the time especially after a few Cervezas."",
  ""rationales"": [],
  ""derogatory_language"": [
    ""Mexicans""
  ],
  ""cuss_words"": [
    ""Fk"",
    ""Cervezas""
  ]
}"
4344,They're fucking idiots. Latinos being against others is just sad,0,test,"{
  ""text"": ""They're fucking idiots. Latinos being against others is just sad"",
  ""rationales"": [],
  ""derogatory_language"": [],
  ""cuss_words"": [
    ""fucking""
  ]
}"
4345,The Saudi government is a disgusting theocracy. Canada should not be doing any business with them.,0,test,"{
  ""text"": ""The Saudi government is a disgusting theocracy. Canada should not be doing any business with them."",
  ""rationales"": [],
  ""derogatory_language"": [],
  ""cuss_words"": [
    ""disgusting""
  ]
}"
4346,"@Just Duffy Lol, empowered muslim chick that is so stupid she has to go back and completely edit her lame attempts at ad hominem? Did you have your genitals mutilated like Omar did? No wonder you're so angry at smart white women like myself, try again, dumbass.",1,test,"{
  ""text"": ""@Just Duffy Lol, empowered muslim chick that is so stupid she has to go back and completely edit her lame attempts at ad hominem? Did you have your genitals mutilated like Omar did? No wonder you're so angry at smart white women like myself, try again, dumbass."",
  ""rationales"": [],
  ""derogatory_language"": [
    ""muslim"",
    ""stupid"",
    ""dumbass""
  ],
  ""cuss_words"": [
    ""dumbass""
  ]
}"
4347,"Sister, you can NEVER see a A1 Reporter from India, during Communication, in these WESTERN & AMERICAN MEDIA😂😂😂",0,test,"{
  ""text"": ""Sister, you can NEVER see a A1 Reporter from India, during Communication, in these WESTERN & AMERICAN MEDIA😂😂😂"",
  ""rationales"": [],
  ""derogatory_language"": [],
  ""cuss_words"": []
}"
4348,Anyone who is Transgender and facing depression should watch this and revaluate his/her life.,0,test,"{
  ""text"": ""Anyone who is Transgender and facing depression should watch this and revaluate his/her life."",
  ""rationales"": [],
  ""derogatory_language"": [],
  ""cuss_words"": []
}"
4349,The boy sounds like an ape,0,test,"{
  ""text"": ""The boy sounds like an ape"",
  ""rationales"": [],
  ""derogatory_language"": [],
  ""cuss_words"": [
    ""ape""
  ]
}"
4350,Pay attention retards. Hope her dad kills himself,1,test,"{
  ""text"": ""Pay attention retards. Hope her dad kills himself"",
  ""rationales"": [],
  ""derogatory_language"": [
    ""retards""
  ],
  ""cuss_words"": [
    ""retards""
  ]
}"
4351,Nobody is mad but the devil. God is uncovering foolishness that's happening in the church.,0,test,"{
  ""text"": ""Nobody is mad but the devil. God is uncovering foolishness that's happening in the church."",
  ""rationales"": [],
  ""derogatory_language"": [],
  ""cuss_words"": []
}"
4352,Iran will look like any of its wartorn neighbors with rubble cities. Its enemies cities with remain as they are. Irans orphans will play in burned out missile trucks while dreaming of that onetime mommy showed them a neigh orgood that had paved streets.,0,test,"{
  ""text"": ""Iran will look like any of its wartorn neighbors with rubble cities. Its enemies cities with remain as they are. Irans orphans will play in burned out missile trucks while dreaming of that onetime mommy showed them a neigh orgood that had paved streets."",
  ""rationales"": [
    ""wartorn neighbors"",
    ""rubble cities"",
    ""burned out missile trucks"",
    ""onetime mommy"",
    ""neigh orgood"",
    ""paved streets""
  ],
  ""derogatory_language"": [],
  ""cuss_words"": []
}"
4353,"SHUT UP ""Juan"" THIS WAS A HATE CRIME. You also forgot they yelled ""This is MAGA Country"" if this had been a straight, white guy who tried pulling off this HOAX, YOU JUAN WOULD HAVE HAD PLENTY OF BS TO SPEW. You JUAN WILLAMS are a RACIST!....You wouldn't know the Truth if it hit you in the face. DS Pay you off, Go work @ CNN",0,test,"{
  ""text"": ""SHUT UP \""Juan\"" THIS WAS A HATE CRIME. You also forgot they yelled \""This is MAGA Country\"" if this had been a straight, white guy who tried pulling off this HOAX, YOU JUAN WOULD HAVE HAD PLENTY OF BS TO SPEW. You JUAN WILLAMS are a RACIST!....You wouldn't know the Truth if it hit you in the face. DS Pay you off, Go work @ CNN"",
  ""rationales"": [
    ""Juan"",
    ""MAGA Country"",
    ""straight"",
    ""white guy"",
    ""HOAX"",
    ""JUAN WILLAMS"",
    ""RACIST"",
    ""Truth"",
    ""DS"",
    ""CNN""
  ],
  ""derogatory_language"": [],
  ""cuss_words"": [
    ""SHUT UP""
  ]
}"
4354,These ugly skanks believe there own lies,1,test,"{
  ""text"": ""These ugly skanks believe there own lies"",
  ""rationales"": [],
  ""derogatory_language"": [
    ""ugly"",
    ""skanks""
  ],
  ""cuss_words"": []
}"
4355,At least we would be rid of israel,1,test,"{
  ""text"": ""At least we would be rid of israel"",
  ""rationales"": [],
  ""derogatory_language"": [],
  ""cuss_words"": []
}"
4356,0:54 that truck has a racist driver,0,test,"{
  ""text"": ""0:54 that truck has a racist driver"",
  ""rationales"": [],
  ""derogatory_language"": [],
  ""cuss_words"": [
    ""racist""
  ]
}"
4357,And your the anti christ,0,test,"{
  ""text"": ""And your the anti christ"",
  ""rationales"": [],
  ""derogatory_language"": [],
  ""cuss_words"": [
    ""anti christ""
  ]
}"
4358,Migrants in cages. Created by asinine Democrat open-border policies. Send them back. Then they won't have to be in cages anymore. We already have enough thieves and flakka addicts on our streets.,1,test,"{
  ""text"": ""Migrants in cages. Created by asinine Democrat open-border policies. Send them back. Then they won't have to be in cages anymore. We already have enough thieves and flakka addicts on our streets."",
  ""rationales"": [
    ""Migrants"",
    ""Democrat open-border policies""
  ],
  ""derogatory_language"": [
    ""asinine"",
    ""thieves"",
    ""flakka addicts""
  ],
  ""cuss_words"": []
}"
4359,Fuck those bitches,0,test,"{
  ""text"": ""Fuck those bitches"",
  ""rationales"": [],
  ""derogatory_language"": [
    ""bitches""
  ],
  ""cuss_words"": [
    ""Fuck""
  ]
}"
4360,@Andy Kerekes Go back to Israel,0,test,"{
  ""text"": ""@Andy Kerekes Go back to Israel"",
  ""rationales"": [],
  ""derogatory_language"": [],
  ""cuss_words"": []
}"
4361,Said by a paedophile worshipper whose devotees are killing and raping in Syria. Isis is the classic example. Lol. Porki stay in your aukaat. 😂,0,test,"{
  ""text"": ""Said by a paedophile worshipper whose devotees are killing and raping in Syria. Isis is the classic example. Lol. Porki stay in your aukaat. 😂"",
  ""rationales"": [
    ""paedophile worshipper"",
    ""devotees killing and raping in Syria"",
    ""Isis""
  ],
  ""derogatory_language"": [
    ""paedophile"",
    ""Porki""
  ],
  ""cuss_words"": [
    ""aukaat""
  ]
}"
4362,You slap his lil fagot ass around,1,test,"{
  ""text"": ""You slap his lil fagot ass around"",
  ""rationales"": [],
  ""derogatory_language"": [
    ""fagot""
  ],
  ""cuss_words"": []
}"
4363,It is so good to see the bonding between Bangladeshi and Indian bhai borthers .,0,test,"{
  ""text"": ""It is so good to see the bonding between Bangladeshi and Indian bhai borthers."",
  ""rationales"": [],
  ""derogatory_language"": [],
  ""cuss_words"": []
}"
4364,I hope these bitches die immediately as an American it makes me sick go scissor each other some more I hope I live to see you both die of cancer!!!!!! Never before have I felt more ashamed to be an American than this..... First time I ever wanted my country to lose,1,test,"{
  ""text"": ""I hope these bitches die immediately as an American it makes me sick go scissor each other some more I hope I live to see you both die of cancer!!!!!! Never before have I felt more ashamed to be an American than this..... First time I ever wanted my country to lose"",
  ""rationales"": [],
  ""derogatory_language"": [
    ""bitches""
  ],
  ""cuss_words"": [
    ""die"",
    ""sick"",
    ""die"",
    ""cancer"",
    ""ashamed"",
    ""lose""
  ]
}"
