text,label,exp_split,ChatGPT Response
@nyhcmaven84 @MaraWilson All this means is that as a sex worker I'm considered an acceptable loss. Better these men kill me than someone else right? Because I've fucked plenty of violent men for my work and I can confirm that pussy didn't make them any less violent.,0,test,"{
  ""text"": ""@nyhcmaven84 @MaraWilson All this means is that as a sex worker I'm considered an acceptable loss. Better these men kill me than someone else right? Because I've fucked plenty of violent men for my work and I can confirm that pussy didn't make them any less violent."",
  ""rationales"": [
    ""sex worker"",
    ""acceptable loss"",
    ""kill me"",
    ""violent men"",
    ""pussy""
  ],
  ""derogatory_language"": [],
  ""cuss_words"": []
}"
"@SAfridiOfficial @UN @POTUS I think you need burnol, get lost and look at your shitty country first.. Bade ayae humanity ki baat karne.. #KashmirHamaraHai #JaiHind",1,test,"{
  ""text"": ""@SAfridiOfficial @UN @POTUS I think you need burnol, get lost and look at your shitty country first.. Bade ayae humanity ki baat karne.. #KashmirHamaraHai #JaiHind"",
  ""rationales"": [],
  ""derogatory_language"": [],
  ""cuss_words"": [
    ""burnol"",
    ""shitty""
  ]
}"
I don't want to tempt or be tempted by straight people,0,test,"{
  ""text"": ""I don't want to tempt or be tempted by straight people"",
  ""rationales"": [],
  ""derogatory_language"": [],
  ""cuss_words"": []
}"
"Sheikh Ibrahim Niasse R.T.A Is Not A Saint Of Century, He Is A Saint Of Eternity... #BARHAMA_DA'IMA URL",0,test,"{
  ""text"": ""Sheikh Ibrahim Niasse R.T.A Is Not A Saint Of Century, He Is A Saint Of Eternity... #BARHAMA_DA'IMA URL"",
  ""rationales"": [],
  ""derogatory_language"": [],
  ""cuss_words"": []
}"
"The Africans Chimping out in D.C. My god, our founders would be rolling in their graves. 14/88 H.H. URL",1,test,"{
  ""text"": ""The Africans Chimping out in D.C. My god, our founders would be rolling in their graves. 14/88 H.H. URL"",
  ""rationales"": [
    ""Africans""
  ],
  ""derogatory_language"": [
    ""Chimping out""
  ],
  ""cuss_words"": [
    ""14/88"",
    ""H.H.""
  ]
}"
Men bitch more than girls do 🤕,0,test,"{
  ""text"": ""Men bitch more than girls do 🤕"",
  ""rationales"": [],
  ""derogatory_language"": [],
  ""cuss_words"": [
    ""bitch""
  ]
}"
"Saudi thuggery, funded by Merika and Trump, now exported to Sudan URL",0,test,"{
  ""text"": ""Saudi thuggery, funded by Merika and Trump, now exported to Sudan URL"",
  ""rationales"": [],
  ""derogatory_language"": [
    ""thuggery"",
    ""Merika"",
    ""Trump""
  ],
  ""cuss_words"": []
}"
Hey @sonamakapoor remember how u highlight 'Devi Temple'  Another little girl got raped & killed by Muslim in month of Ramzan. #JusticeForTwinkle #justiceforaimenzehra URL,0,test,"{
  ""text"": ""Hey @sonamakapoor remember how u highlight 'Devi Temple' Another little girl got raped & killed by Muslim in month of Ramzan. #JusticeForTwinkle #justiceforaimenzehra URL"",
  ""rationales"": [
    ""Devi Temple"",
    ""little girl"",
    ""Muslim"",
    ""month of Ramzan""
  ],
  ""derogatory_language"": [
    ""Muslim""
  ],
  ""cuss_words"": []
}"
"I wonder if all of these ""Christian"" trump supporters realize that by supporting someone like Donald Trump, they're actually doing exactly what Christ tells you not to do? Just a thought.",0,test,"{
  ""text"": ""I wonder if all of these \""Christian\"" trump supporters realize that by supporting someone like Donald Trump, they're actually doing exactly what Christ tells you not to do? Just a thought."",
  ""rationales"": [
    ""Christian trump supporters"",
    ""Donald Trump""
  ],
  ""derogatory_language"": [],
  ""cuss_words"": []
}"
God why are men and boys sama je so fucking useless,0,test,"{
  ""text"": ""God why are men and boys sama je so fucking useless"",
  ""rationales"": [],
  ""derogatory_language"": [],
  ""cuss_words"": [
    ""fucking""
  ]
}"
"Bitches is mad, Bitches is trash",0,test,"{
  ""text"": ""Bitches is mad, Bitches is trash"",
  ""rationales"": [],
  ""derogatory_language"": [],
  ""cuss_words"": [
    ""Bitches""
  ]
}"
"Brown dudes are the most racist, sexist and homophobic assholes I've ever met and I'm a brown girl Colonization really fked u up into thinking u can act like nasty white people instead of being kinder to people of ur own fking race URL",0,test,"{
  ""text"": ""Brown dudes are the most racist, sexist and homophobic assholes I've ever met and I'm a brown girl Colonization really fked u up into thinking u can act like nasty white people instead of being kinder to people of ur own fking race URL"",
  ""rationales"": [],
  ""derogatory_language"": [
    ""Brown dudes"",
    ""racist"",
    ""sexist"",
    ""homophobic"",
    ""assholes"",
    ""Colonization"",
    ""fked"",
    ""nasty"",
    ""white people"",
    ""fking"",
    ""race""
  ],
  ""cuss_words"": [
    ""assholes"",
    ""fking""
  ]
}"
Look at all of them worshipping that one giant dick! URL,1,test,"{
  ""text"": ""Look at all of them worshipping that one giant dick! URL"",
  ""rationales"": [],
  ""derogatory_language"": [],
  ""cuss_words"": [
    ""dick""
  ]
}"
"@AccountistLisa @JohnBelforLA Yeah, pro male life. Females are nothing to him.",0,test,"{
  ""text"": ""@AccountistLisa @JohnBelforLA Yeah, pro male life. Females are nothing to him."",
  ""rationales"": [
    ""Females are nothing to him""
  ],
  ""derogatory_language"": [
    ""male""
  ],
  ""cuss_words"": []
}"
ion see how niggas be raping bitches they literally handing pussy out 😂 lbs,1,test,"{
  ""text"": ""ion see how niggas be raping bitches they literally handing pussy out 😂 lbs"",
  ""rationales"": [],
  ""derogatory_language"": [
    ""niggas"",
    ""bitches""
  ],
  ""cuss_words"": [
    ""pussy""
  ]
}"
When my poem about family brought a grown man to tears...  URL,0,test,"{
  ""text"": ""When my poem about family brought a grown man to tears...  URL"",
  ""rationales"": [],
  ""derogatory_language"": [],
  ""cuss_words"": []
}"
We Are All Going To Hell In Another Person's Religion ☹️,0,test,"{
  ""text"": ""We Are All Going To Hell In Another Person's Religion ☹️"",
  ""rationales"": [],
  ""derogatory_language"": [],
  ""cuss_words"": []
}"
"Israeli police investigating a 3-year-old Palestinian child! Israeli authorities, 'throwing stones to the Israelis' claim! leave a comment .. URL",0,test,"{
  ""text"": ""Israeli police investigating a 3-year-old Palestinian child! Israeli authorities, 'throwing stones to the Israelis' claim! leave a comment .. URL"",
  ""rationales"": [
    ""Israeli police"",
    ""Israeli authorities""
  ],
  ""derogatory_language"": [
    ""Palestinian""
  ],
  ""cuss_words"": []
}"
@azuralakes21 Bisexual and I don't drink coffee :') hot chocolate/cocoa is more my cup of tea,0,test,"{
  ""text"": ""@azuralakes21 Bisexual and I don't drink coffee :') hot chocolate/cocoa is more my cup of tea"",
  ""rationales"": [],
  ""derogatory_language"": [],
  ""cuss_words"": []
}"
"some of these female rappers trash , they just say hoe shit and it make y'all females feel good about being hoes .😂🤷🏾‍♀️.",0,test,"{
  ""text"": ""some of these female rappers trash , they just say hoe shit and it make y'all females feel good about being hoes .😂🤷🏾‍♀️."",
  ""rationales"": [],
  ""derogatory_language"": [
    ""trash"",
    ""hoe"",
    ""hoes""
  ],
  ""cuss_words"": []
}"
I'm really trying to make myself be attracted to Mexican guys like I used to be but my heart and mind say black dudes 😩😂,0,test,"{
  ""text"": ""I'm really trying to make myself be attracted to Mexican guys like I used to be but my heart and mind say black dudes 😩😂"",
  ""rationales"": [],
  ""derogatory_language"": [],
  ""cuss_words"": []
}"
"@reodraws @KasteroseCore They'll learn  Or perish at the hands of Trevor, the ultimate trans rights activist",0,test,"{
  ""text"": ""@reodraws @KasteroseCore They'll learn  Or perish at the hands of Trevor, the ultimate trans rights activist"",
  ""rationales"": [],
  ""derogatory_language"": [],
  ""cuss_words"": []
}"
I appreciate being bilingual with both African American Vernacular English and corporate white American English,0,test,"{
  ""text"": ""I appreciate being bilingual with both African American Vernacular English and corporate white American English"",
  ""rationales"": [],
  ""derogatory_language"": [],
  ""cuss_words"": []
}"
just blocked all the pretty females what yall ugly bitches up to,1,test,"{
  ""text"": ""just blocked all the pretty females what yall ugly bitches up to"",
  ""rationales"": [],
  ""derogatory_language"": [
    ""pretty females"",
    ""ugly bitches""
  ],
  ""cuss_words"": []
}"
"""I hate white people. Kill their children, animals, their wives and everything that they have. Kill them."" #hatespeech #countryduty #rootoutracism URL",1,test,"{
  ""text"": ""I hate white people. Kill their children, animals, their wives and everything that they have. Kill them."",
  ""rationales"": [],
  ""derogatory_language"": [
    ""white people""
  ],
  ""cuss_words"": []
}"
"Another shooting. God dammit🤬🤬. There's a problem. The US has a problem. A rage problem. A rage problem in MEN. We need to find ways to channel. It's fucking disgusting 🥺. Those poor families 😓😓😓😓 11 dead, 6 injured 😞😞😞 URL",0,test,"{
  ""text"": ""Another shooting. God dammit🤬🤬. There's a problem. The US has a problem. A rage problem. A rage problem in MEN. We need to find ways to channel. It's fucking disgusting 🥺. Those poor families 😓😓😓😓 11 dead, 6 injured 😞😞😞 URL"",
  ""rationales"": [],
  ""derogatory_language"": [],
  ""cuss_words"": [
    ""dammit"",
    ""fucking""
  ]
}"
Fire that hoe from work Scorpio women URL,0,test,"{
  ""text"": ""Fire that hoe from work Scorpio women URL"",
  ""rationales"": [],
  ""derogatory_language"": [
    ""hoe""
  ],
  ""cuss_words"": []
}"
"""Damn. She must've really had some mental health issues. Probably depression and anxiety. The system failed her."" ""See? Men are trash. He's so fucking selfish. I can't believe somebody would do some shit like this. Men are so fucked up."" URL",0,test,"{
  ""text"": ""Damn. She must've really had some mental health issues. Probably depression and anxiety. The system failed her. See? Men are trash. He's so fucking selfish. I can't believe somebody would do some shit like this. Men are so fucked up. URL"",
  ""rationales"": [
    ""mental health issues"",
    ""depression"",
    ""anxiety"",
    ""the system""
  ],
  ""derogatory_language"": [
    ""men"",
    ""trash"",
    ""fucking"",
    ""selfish"",
    ""somebody"",
    ""shit"",
    ""fucked up""
  ],
  ""cuss_words"": [
    ""damn""
  ]
}"
Oh LOOK! Another old white man thinking he should be able to control what a woman does with her insides! 😒,0,test,"{
  ""text"": ""Oh LOOK! Another old white man thinking he should be able to control what a woman does with her insides! 😒"",
  ""rationales"": [
    ""old white man""
  ],
  ""derogatory_language"": [],
  ""cuss_words"": []
}"
"German Based Idiot, Stoking Sindhi Card! ""Shame on you Moron!"" You Rebel against an Army, which has 27% Sindhis😂 in it's composition, 2nd only to Pashtuns, who are 33%. Rebel Alert.👇 @INFANTRY28 @BBhuttoZardari @OfficialDGISPR @javaidShaikh @ShNoumi  Bring it on! @BakhtawarBZ URL",0,test,"{
  ""text"": ""German Based Idiot, Stoking Sindhi Card! \""Shame on you Moron!\"" You Rebel against an Army, which has 27% Sindhis😂 in it's composition, 2nd only to Pashtuns, who are 33%. Rebel Alert.👇 @INFANTRY28 @BBhuttoZardari @OfficialDGISPR @javaidShaikh @ShNoumi  Bring it on! @BakhtawarBZ URL"",
  ""rationales"": [],
  ""derogatory_language"": [
    ""German Based Idiot"",
    ""Moron""
  ],
  ""cuss_words"": [
    ""Shame on you""
  ]
}"
One more time for the sissies in the back: - i do not do the BBC fetish - there is more to being a sissy than being a c*** and sucking dick - no i'm not making you twerk - you are not special because you like pink panties and tutus - stop sending me unsolicited pics of yourselves,0,test,"{
  ""text"": ""One more time for the sissies in the back: - i do not do the BBC fetish - there is more to being a sissy than being a c*** and sucking dick - no i'm not making you twerk - you are not special because you like pink panties and tutus - stop sending me unsolicited pics of yourselves"",
  ""rationales"": [],
  ""derogatory_language"": [
    ""sissies"",
    ""c***"",
    ""dick""
  ],
  ""cuss_words"": []
}"
"In other news, there are now 680 new job openings in Mississippi for American workers. Of all races! URL",0,test,"{
  ""text"": ""In other news, there are now 680 new job openings in Mississippi for American workers. Of all races! URL"",
  ""rationales"": [],
  ""derogatory_language"": [],
  ""cuss_words"": []
}"
woke up this morning and there was ANOTHER SHOOTING???? in Ohio?? what the fuck is Amerikkka coming too???? and yep y'all know it was another WHITE shooter fucking terrorist.,1,test,"{
  ""text"": ""woke up this morning and there was ANOTHER SHOOTING???? in Ohio?? what the fuck is Amerikkka coming too???? and yep y'all know it was another WHITE shooter fucking terrorist."",
  ""rationales"": [],
  ""derogatory_language"": [
    ""Amerikkka"",
    ""WHITE"",
    ""fucking""
  ],
  ""cuss_words"": [
    ""fuck""
  ]
}"
