text,label,exp_split
@IlhanMN Those who are against Israel shall b cursed & those that stand w Israel will be blessed. We will NOT let an anti American anti Semitic Somali refugee destroy our country. U love sharia & isl*m? Then go where that is bc that ideology isnt allowed here if they put above our laws URL,0,test
Jump who nigga u støøpid I really wish so everyone in the wood can stomp you out like the cockroach face u are,1,test
Fuck Jihadis  We are 100 crore try and do Jihad this time we make sure non of the Jihadi Bastard Survives,1,test
"Your kid will never be able to do this, so your cracker ass ain gotta worry about how this black man supports his black son URL",0,test
Hindus should stop eating Halal products.,0,test
"Kill em all, put them hoes to rest",1,test
"This is honestly why I rarely speak about my religious achievements, like the juz I'm on, or even as small as how close I am to wearing the correct hijab.. May Allah protect us from riya URL",0,test
@NihaMasih When you have jihadis writing for wa po. Even Americans are dumping them. This chic is product of inbreds. And there you go wa po. You guys are also must be inbred,1,test
white ppl on 90 day fiance be like im horny come home now or im calling ICE,0,test
"""Men are from Earth, women are from Earth. Deal with it."" ~George Carlin",0,test
My nigga be quick to start trippin on something y'all bout some why did I mop the bathroom floor WTFFF,0,test
Nigga look like a Pastor of a youth Ministry URL,0,test
shut up homophobic pussy boi — jdkfjcjc URL,0,test
"If the gospel in your church can't go beyond skin colours , tribe , social boundaries then that's not gospel ..🤔🤔🤔 If segregation and racism can't be fixed in church ... do think it can be fixed in the world ...",0,test
"NonHindi speaking states who gleefully voted for bjp,it was TN MPs of opposition who stopped the postal examination in Hindi & English. Now all regional languages will be allowed. We helped give jobs to your people even when you voted against yourself. Who is nationalist now?",0,test
oh shit there was an attack on my fellow mexicans down in el paso. f,0,test
It's pride month! #pride Let's celebrate all our favorite #lgbtq SW by posting photos of them here with an encouraging comment! URL,0,test
Great quick read from @EY_Insurance @EY_UKI about why it is important that women are supported and empowered within the industry URL @InsuranceWomen was launched to empower the best and create role models to drive change #WIIA2019,0,test
more and more i find myself professionally personally in spaces that are predominantly cis and straight with hobbies that i do not meet many queer people at more and more i am realizing how deeply over dating cishet men i am even as they pursue me,0,test
@BrettPransky @ohiogop @HouseholderOH @OHDems What a hateful asshole she is!,0,test
Yall bitches be groupies to niggas that be in my dms lol lame,1,test
"Just when I think white ""men"" can't get more pathetic ... this one in particular never ceases to amaze me. 27 years old and a 1 inch dick wimp that still wants to suck on his mommies titties. #whitedecline #saynotowhiteboys #BlackPower #NewWorldOrder #sissy URL",1,test
I have been given to understand you are eligible for a British passport! Most Pakistani and Kashmiri leaders normally go into exile in the UK! But stay calm! It will all be good. URL,0,test
It kills me that we have to prove that we can have black people at the White House. The identity politics of the Democrats are ruining this world they are a Cancer upon this country. They never said a word when Obama the Muslim hated this this great country URL,1,test
"Yes ọsụ caste system has been abolished but most people still practice and believe in it. I once asked my father his view on the issue of ọsụ, he said he would allow his child marry one but wuld nver allow his daughter marry into ọsụ family because of the social stigma",0,test
The faggot is a retard as well I see,1,test
@iihtishamm She can go fuck her self in hell fucking hind bitch..,1,test
@mattgaetz Fuck you Matt. You're a racist asshole who these terrorists look up to for your hatred of those with brown skin. So eat a pile of shit.,1,test
"@SATANlCPANlC How does that make sense?? ""Honey it's just the internet waves, theyre giving you bad feelings. You're not trans tho I promise""",0,test
the devil works fast but the faggots work faster URL,0,test
"(Acts 29:224) BABIES of God being destroyed by the white devil's ""Christian religious"" sect species of wicked humanity on this world, the pedophile perverted ""Christian"" demon worshipers of this world, and either they rape the babies or murder them off, or both, the ways of",1,test
"i wish i went to a beaner school like this, edison just had fake beaners URL",0,test
@davidschneider @MalcolmNance America deserves him. White men will lose it all waiting for a damaged man to help them when a black man could have and tried.,0,test
"@ippatel @CPMumbaiPolice @MumbaiPolice @Dev_Fadnavis it's all conspiracy war strategy by Kathmullah which they briefed every Friday after ass lifting , how to keep reducing and increasing Islam by killing and converting, Mumbai police is failed to understand this even they were helping",0,test
"@IlhanMN Oh yeah? Except for the jews, right? You're garbage.",0,test
"Jews May Rob & Kill Non-Jews Sanhedrin 57a . When a Jew murders a gentile (""Cuthean""), there will be no death penalty. What a Jew steals from a gentile he may keep.",0,test
<user> good job scamming you fucking faggot,1,test
Another moblynching heart wrenching video goes viral Muslim youth beated up By RSS terrorist. @SanjayAzadSln @asadowaisi @UmarKhalidJNU URL,0,test
"@DugLullby @zO_OzleRBLX Bruh don't call people crackers although you are white. It references when slave owners ""cracked"" theyre whip at the slaves.",0,test
tired of these whores,0,test
Y'all gas the ugliest niggas cause they're bodies are poppin 😂,1,test
"lets not forget about lesbians this month,,,,or ever.....because that is the first letter in lgbt since a lot of people seem to forget",0,test
sell guns to anybody but white men. thanks,0,test
"""aww yall so cute"" first of all BITCH he told me he fucked you bye.",1,test
"@BobbyATLGA @georgelopez Lets make Antarctica the 51st state and trump and all his cult can rule down there, after all its all white down there",0,test
"@peachyeojin such a whiny, sad representation of a gay",0,test
"aww my dumb little whore just couldn't help it huh? had to cum knowing it would make me mad? had to touch yourself in the first place knowing it would make me mad? i hope it was worth it, slut, because now you're gonna cum for me over and over again until you can't even speak.",0,test
#WomenOfCourage @DeraSachaSauda Thanks Guru Papa #GurmeetRamRahimJi motivation the women in every field URL,0,test
Fuck these niggas URL,1,test
Date with the sexiest transgenders in the world URL 👀 URL,0,test
"hey, i'm marn! i'm a bi, jewish creator and i make a LOT of stuff! 📖 lgbt web serials: URL + URL  🎲 short horror stories + ttrpgs: URL  😈 demon dating quest: URL 🎧 podcast: @ARGonautsPod URL",0,test
watches his wife being fucked by a huge black cock.🔥👅💦,0,test
you bitches dumb & these niggas dumber 😂😂😂 dumbasses,1,test
They are when they break our immigration laws!,0,test
"PTI is the only true symbol of federation in Pakistan today. Hope for a great win and new beginning of development, peace and prosperity in tribal districts.  Vote for an equitable Pakistan. 🇵🇰 #Vote4Bat URL",0,test
Eat her pussy and then give her dick URL,0,test
"Hazrat Mirza Masroor Ahmad ""My message to the world is to look at tomorrow, and not just today"" #StopWW3",0,test
remove her fucking channel and lock her up. stupid bitch,1,test
@wickedkaz jude is a motherfucking latina,0,test
If you're this kids parent go and twat him and his fucking father aswell. Little cunt! URL,1,test
Bitches got the worst game when they tryna holla at you.,0,test
"Muslim Twitter™, there shouldn't be any drama around abortion. Here is a thorough article written by Imam @omarsuleiman504 of @yaqeeninstitute detailing the positions of the 4 Sunnī madhāhib, rulings in other Abrahamic faiths, + ruling on contraception URL",0,test
"@akhenaten93 man pakis are the worst, literally got to ruin any ahmadis life no matter what.",0,test
"What a sick satanic religion that beheads people for being an infidel. This is Satan's religion. And we all KNOW who on earth invented it. If you don't know , research ... I'm not lookin for a fight today. #ISLAM  THIER BOOK SAYS TO DO IT , Jesus already WON URL",1,test
@IMightBeWyatt @AndyDoubleYoo Confession: I truly believe my High School friends were a real anomaly. We all had sex with each other (not together). It was truly bi-sexual and never discussed until years later.,0,test
You sound like cold a faggot literally a bitch,1,test
